puzzleDate,difficulty,solutionGrid,staticCells,words,definitions
7/2/2026,Easy,"[
 [""D"", ""E"", ""C"", ""O"", ""R""],
 [""I"", null, ""U"", null, ""A""],
 [""N"", ""O"", ""M"", ""A"", ""D""],
 [""G"", null, ""I"", null, ""A""],
 [""O"", ""W"", ""N"", ""E"", ""R""]
    ]","[
      [true, true, true, true, true],
      [true, null, true, null, false],
      [false, false, true, true, false],
      [true, null, false, null, true],
      [true, false, false, true, true]
    ]","[""DECOR"",""NOMAD"",""OWNER"",""DINGO"",""CUMIN"",""RADAR""]","[{""word"":""DECOR"",""pos"":""noun"",""def"":""The style of decoration of a room or building.""},{""word"":""NOMAD"",""pos"":""noun"",""def"":""A member of a society or class who herd animals from pasture to pasture with no fixed home.""},{""word"":""OWNER"",""pos"":""noun"",""def"":""One who owns something.""},{""word"":""DINGO"",""pos"":""noun"",""def"":""Canis lupus dingo, a wild dog native to Australia.""},{""word"":""CUMIN"",""pos"":""noun"",""def"":""The flowering plant Cuminum cyminum, in the family Apiaceae.""},{""word"":""RADAR"",""pos"":""noun"",""def"":""A method of detecting distant objects and determining their position, velocity, or other characteristics by analysis of sent radio waves (usually microwaves) reflected from their surfaces""}]"
7/2/2026,Medium,"[
 [""S"", ""H"", ""I"", ""R"", ""K""],
 [""C"", null, ""M"", null, ""N""],
 [""A"", ""M"", ""P"", ""L"", ""E""],
 [""M"", null, ""L"", null, ""A""],
 [""P"", ""A"", ""Y"", ""E"", ""D""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, true],
      [true, false, false, true, true],
      [true, null, false, null, false],
      [true, false, true, true, false]
    ]","[""SHIRK"",""AMPLE"",""PAYED"",""SCAMP"",""IMPLY"",""KNEAD""]","[{""word"":""SHIRK"",""pos"":""noun"",""def"":""One who shirks, who avoids a duty or responsibility.""},{""word"":""AMPLE"",""pos"":""adjective"",""def"":""Large; great in size, extent, capacity, or bulk; for example spacious, roomy or widely extended.""},{""word"":""PAYED"",""pos"":""verb"",""def"":""To give money or other compensation to in exchange for goods or services.""},{""word"":""SCAMP"",""pos"":""noun"",""def"":""A rascal, swindler, or rogue; a ne'er-do-well.""},{""word"":""IMPLY"",""pos"":""verb"",""def"":""(of a proposition) to have as a necessary consequence""},{""word"":""KNEAD"",""pos"":""noun"",""def"":""The act of kneading something.""}]"
7/2/2026,Hard,"[
 [""C"", ""L"", ""O"", ""N"", ""E""],
 [""R"", null, ""P"", null, ""K""],
 [""U"", ""T"", ""E"", ""R"", ""I""],
 [""S"", null, ""R"", null, ""N""],
 [""T"", ""W"", ""A"", ""N"", ""G""]
    ]","[
      [true, false, true, false, false],
      [true, null, false, null, true],
      [false, false, true, true, true],
      [false, null, false, null, false],
      [false, true, false, true, false]
    ]","[""CLONE"",""UTERI"",""TWANG"",""CRUST"",""OPERA"",""EKING""]","[{""word"":""CLONE"",""pos"":""noun"",""def"":""A living organism (originally a plant) produced asexually from a single ancestor, to which it is genetically identical.""},{""word"":""UTERI"",""pos"":""noun"",""def"":""The womb, an organ of the female reproductive system in which the young are conceived and develop until birth.""},{""word"":""TWANG"",""pos"":""noun"",""def"":""The sharp, quick sound of a vibrating tight string, for example, of a bow or a musical instrument.""},{""word"":""CRUST"",""pos"":""noun"",""def"":""A more solid, dense or hard layer on a surface or boundary.""},{""word"":""OPERA"",""pos"":""noun"",""def"":""A theatrical work, combining drama, music, song and sometimes dance.""},{""word"":""EKING"",""pos"":""noun"",""def"":""The act or process of adding.""}]"
7/3/2026,Easy,"[
 [""E"", ""T"", ""U"", ""D"", ""E""],
 [""N"", null, ""N"", null, ""S""],
 [""A"", ""D"", ""Z"", ""E"", ""S""],
 [""C"", null, ""I"", null, ""A""],
 [""T"", ""I"", ""P"", ""S"", ""Y""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, false],
      [true, true, true, true, false],
      [false, null, false, null, false],
      [true, false, true, true, true]
    ]","[""ETUDE"",""ADZES"",""TIPSY"",""ENACT"",""UNZIP"",""ESSAY""]","[{""word"":""ETUDE"",""pos"":""noun"",""def"":""A short piece of music, designed to give a performer practice in a particular area or skill.""},{""word"":""ADZES"",""pos"":""noun"",""def"":""A cutting tool that has a curved blade set at a right angle to the handle and is used in shaping wood.""},{""word"":""TIPSY"",""pos"":""adjective"",""def"":""Slightly drunk, fuddled, staggering, foolish as a result of drinking alcoholic beverages""},{""word"":""ENACT"",""pos"":""noun"",""def"":""Purpose; determination""},{""word"":""UNZIP"",""pos"":""verb"",""def"":""To open something using a zipper.""},{""word"":""ESSAY"",""pos"":""noun"",""def"":""(authorship) A written composition of moderate length, exploring a particular issue or subject.""}]"
7/3/2026,Medium,"[
 [""E"", ""V"", ""O"", ""K"", ""E""],
 [""N"", null, ""D"", null, ""E""],
 [""S"", ""E"", ""D"", ""E"", ""R""],
 [""U"", null, ""E"", null, ""I""],
 [""E"", ""Y"", ""R"", ""I"", ""E""]
    ]","[
      [true, true, true, false, false],
      [true, null, true, null, false],
      [true, false, false, false, true],
      [true, null, false, null, true],
      [false, false, true, true, false]
    ]","[""EVOKE"",""SEDER"",""EYRIE"",""ENSUE"",""ODDER"",""EERIE""]","[{""word"":""EVOKE"",""pos"":""verb"",""def"":""To call out; to draw out or bring forth.""},{""word"":""SEDER"",""pos"":""noun"",""def"":""The ceremonial meal held on the first night or two nights of Passover.""},{""word"":""EYRIE"",""pos"":""noun"",""def"":""The nest of a bird of prey.""},{""word"":""ENSUE"",""pos"":""verb"",""def"":""To follow (a leader, inclination etc.).""},{""word"":""ODDER"",""pos"":""adjective"",""def"":""Differing from what is usual, ordinary or expected.""},{""word"":""EERIE"",""pos"":""adjective"",""def"":""Strange, weird, fear-inspiring.""}]"
7/3/2026,Hard,"[
 [""S"", ""H"", ""A"", ""R"", ""K""],
 [""P"", null, ""R"", null, ""I""],
 [""A"", ""B"", ""B"", ""O"", ""T""],
 [""W"", null, ""O"", null, ""T""],
 [""N"", ""E"", ""R"", ""D"", ""Y""]
    ]","[
      [false, false, false, false, true],
      [true, null, false, null, true],
      [true, false, false, true, true],
      [true, null, false, null, false],
      [true, false, false, true, false]
    ]","[""SHARK"",""ABBOT"",""NERDY"",""SPAWN"",""ARBOR"",""KITTY""]","[{""word"":""SHARK"",""pos"":""noun"",""def"":""A scaleless, predatory fish of the superorder Selachimorpha, with a cartilaginous skeleton and 5 to 7 gill slits on each side of its head.""},{""word"":""ABBOT"",""pos"":""noun"",""def"":""The superior or head of an abbey or monastery.""},{""word"":""NERDY"",""pos"":""adjective"",""def"":""(of a person) Being or like a nerd.""},{""word"":""SPAWN"",""pos"":""verb"",""def"":""To produce or deposit (eggs) in water.""},{""word"":""ARBOR"",""pos"":""noun"",""def"":""A shady sitting place or pergola usually in a park or garden, surrounded by climbing shrubs, vines or other vegetation.""},{""word"":""KITTY"",""pos"":""noun"",""def"":""A kitten or young cat.""}]"
7/4/2026,Easy,"[
 [""M"", ""I"", ""M"", ""I"", ""C""],
 [""E"", null, ""A"", null, ""R""],
 [""D"", ""O"", ""G"", ""M"", ""A""],
 [""A"", null, ""M"", null, ""S""],
 [""L"", ""E"", ""A"", ""P"", ""S""]
    ]","[
      [true, true, false, false, true],
      [false, null, true, null, true],
      [false, true, true, false, true],
      [true, null, true, null, false],
      [true, false, true, false, true]
    ]","[""MIMIC"",""DOGMA"",""LEAPS"",""MEDAL"",""MAGMA"",""CRASS""]","[{""word"":""MIMIC"",""pos"":""noun"",""def"":""A person who practices mimicry, or mime.""},{""word"":""DOGMA"",""pos"":""noun"",""def"":""An authoritative principle, belief or statement of opinion, especially one considered to be absolutely true and indisputable, regardless of evidence or without evidence to support it.""},{""word"":""LEAPS"",""pos"":""noun"",""def"":""The act of leaping or jumping.""},{""word"":""MEDAL"",""pos"":""noun"",""def"":""A stamped metal disc used as a personal ornament, a charm, or a religious object.""},{""word"":""MAGMA"",""pos"":""noun"",""def"":""The molten matter within the earth, the source of the material of lava flows, dikes of eruptive rocks, etc.""},{""word"":""CRASS"",""pos"":""adjective"",""def"":""Coarse; crude; unrefined or insensitive; lacking discrimination""}]"
7/4/2026,Medium,"[
 [""F"", ""O"", ""R"", ""G"", ""E""],
 [""E"", null, ""E"", null, ""M""],
 [""T"", ""E"", ""L"", ""I"", ""C""],
 [""U"", null, ""I"", null, ""E""],
 [""S"", ""O"", ""C"", ""L"", ""E""]
    ]","[
      [true, false, true, true, true],
      [false, null, false, null, false],
      [true, false, true, true, false],
      [false, null, true, null, false],
      [true, false, true, false, true]
    ]","[""FORGE"",""TELIC"",""SOCLE"",""FETUS"",""RELIC"",""EMCEE""]","[{""word"":""FORGE"",""pos"":""noun"",""def"":""Furnace or hearth where metals are heated prior to hammering them into shape.""},{""word"":""TELIC"",""pos"":""adjective"",""def"":""Tending or directed towards a goal or specific end.""},{""word"":""SOCLE"",""pos"":""noun"",""def"":""A low plinth or pedestal used to display a statue or other artwork.""},{""word"":""FETUS"",""pos"":""noun"",""def"":""An unborn or unhatched vertebrate showing signs of the mature animal.""},{""word"":""RELIC"",""pos"":""noun"",""def"":""That which remains; that which is left after loss or decay; a remaining portion.""},{""word"":""EMCEE"",""pos"":""noun"",""def"":""A rapper.""}]"
7/4/2026,Hard,"[
 [""C"", ""H"", ""A"", ""L"", ""K""],
 [""R"", null, ""M"", null, ""A""],
 [""U"", ""S"", ""U"", ""R"", ""Y""],
 [""M"", null, ""S"", null, ""A""],
 [""B"", ""L"", ""E"", ""A"", ""K""]
    ]","[
      [true, true, false, false, false],
      [false, null, false, null, true],
      [false, true, true, false, true],
      [true, null, false, null, false],
      [false, true, true, true, false]
    ]","[""CHALK"",""USURY"",""BLEAK"",""CRUMB"",""AMUSE"",""KAYAK""]","[{""word"":""CHALK"",""pos"":""noun"",""def"":""A soft, white, powdery limestone.""},{""word"":""USURY"",""pos"":""noun"",""def"":""An exorbitant rate of interest, in excess of any legal rates or at least immorally.""},{""word"":""BLEAK"",""pos"":""adjective"",""def"":""Without color; pale; pallid.""},{""word"":""CRUMB"",""pos"":""noun"",""def"":""A small piece which breaks off from baked food (such as cake, biscuit or bread).""},{""word"":""AMUSE"",""pos"":""verb"",""def"":""To entertain or occupy in a pleasant manner; to stir with pleasing emotions.""},{""word"":""KAYAK"",""pos"":""noun"",""def"":""A type of small boat, covered over by a surface deck, powered by the occupant or occupants using a double-bladed paddle in a sitting position, from a hole in the surface deck""}]"
7/5/2026,Easy,"[
 [""G"", ""L"", ""A"", ""N"", ""D""],
 [""R"", null, ""D"", null, ""A""],
 [""A"", ""I"", ""O"", ""L"", ""I""],
 [""N"", null, ""P"", null, ""L""],
 [""T"", ""A"", ""T"", ""T"", ""Y""]
    ]","[
      [true, true, false, false, true],
      [true, null, false, null, true],
      [false, false, true, true, false],
      [false, null, true, null, false],
      [true, false, false, true, true]
    ]","[""GLAND"",""AIOLI"",""TATTY"",""GRANT"",""ADOPT"",""DAILY""]","[{""word"":""GLAND"",""pos"":""noun"",""def"":""An organ that synthesizes a substance, such as hormones or breast milk, and releases it, often into the bloodstream (endocrine gland) or into cavities inside the body or its outer surface (exocrine gland).""},{""word"":""AIOLI"",""pos"":""noun"",""def"":""A type of sauce, similar to mayonnaise, made from garlic, egg, lemon juice and olive oil.""},{""word"":""TATTY"",""pos"":""noun"",""def"":""Potato""},{""word"":""GRANT"",""pos"":""noun"",""def"":""The act of granting; a bestowing or conferring; concession; allowance; permission.""},{""word"":""ADOPT"",""pos"":""verb"",""def"":""To take by choice into relationship (a child, heir, friend, citizen, etc.)""},{""word"":""DAILY"",""pos"":""noun"",""def"":""Something that is produced, consumed, used, or done every day.""}]"
